rank,Company ID,Investor,Capital Group,Current Holdings (objects),Holdings Area (m²),Main Holding Type,Main Holding Cities,Active Property Types,Active Cities,Active Regions,Entities / Vehicles Used,Last Activity
1401,3555db89-a3eb-45ce-a44c-2e7b2325c461,D&R DENKRIESEN GmbH DE,<unknown>,1,8470.7933076,Dev Site,Quickborn,Dev Site,Quickborn,Schleswig-Holstein,,2025-01-20 00:00:00
1402,4c48b00f-c8f6-419c-a5d2-da2b723242e8,Waldner Holding,Private,1,19999.512,Dev Site,Wangen im Allgau,Dev Site,Wangen im Allgau,Baden-Wurttemberg,,2025-07-04 00:00:00
1403,e27ce0ab-e4d8-4aa2-b8d3-741c26f635e6,NT Neue Technologie AG,User/Other,1,4399.89264,Office,Erfurt,Office,Erfurt,Thuringia,,2026-05-19 00:00:00
1404,4c48b00f-c8f6-419c-a5d2-da2b723242e8,BlackF House GmbH,Private,1,3199.92192,Hotel,Munich,Hotel,Munich,Bavaria,,2024-12-18 00:00:00
1405,e27ce0ab-e4d8-4aa2-b8d3-741c26f635e6,Rigdon,User/Other,1,26169.361452,Industrial,Pfaffenhofen an der Roth,Industrial,Pfaffenhofen an der Roth,Bavaria,,2025-11-06 00:00:00
1406,4c48b00f-c8f6-419c-a5d2-da2b723242e8,EHM Immobilien GmbH,Private,1,759.981456,Industrial,Maintal,Industrial,Maintal,Hesse,,2025-07-22 00:00:00
1407,4c48b00f-c8f6-419c-a5d2-da2b723242e8,Kuster Holding GmbH,Private,1,7999.8048,Industrial,Wetzlar,Industrial,Wetzlar,Hesse,,2026-04-20 00:00:00
1408,e27ce0ab-e4d8-4aa2-b8d3-741c26f635e6,Maho GmbH,User/Other,1,5273.8713144,Industrial,Cologne,Industrial,Cologne,North Rhine-Westphalia,,2026-03-05 00:00:00
1409,83de47c2-12aa-4406-a3b0-e6f9e18e2ad5,Liven Invest AS,Private,1,999.9756,Dev Site,Berlin,Dev Site,Berlin,Berlin,,2026-05-29 00:00:00
1410,4c48b00f-c8f6-419c-a5d2-da2b723242e8,Citizen Machinery Europe GmbH,Private,1,8799.78528,Dev Site,Ostfildern,Dev Site,Ostfildern,Baden-Wurttemberg,,2025-02-19 00:00:00
1411,4c48b00f-c8f6-419c-a5d2-da2b723242e8,DOA Investment Ltd,Private,1,4999.878,Dev Site,Dusseldorf,Dev Site,Dusseldorf,North Rhine-Westphalia,,2024-12-23 00:00:00
1412,d2b21357-65d8-46c8-9d3b-cf2bbb8be5dd,Erbbauverein Koeln eG,Private,1,6177.8492568,Dev Site,Cologne,Dev Site,Cologne,North Rhine-Westphalia,,2026-06-10 00:00:00
1413,e27ce0ab-e4d8-4aa2-b8d3-741c26f635e6,Rosl Entsorgung GmbH & Co. KG,User/Other,1,2318.9434164,Industrial,Taucha,Industrial,Taucha,Saxony,,2025-04-01 00:00:00
1414,29877333-c4be-45c6-b74e-511f3320b4cb,smartUP Holding GmbH,Private,1,12999.6828,Dev Site,Regensburg,Dev Site,Regensburg,Bavaria,,2026-05-05 00:00:00
1415,e27ce0ab-e4d8-4aa2-b8d3-741c26f635e6,Denys GMBH,User/Other,1,1799.95608,Industrial,Wilhelmshaven,Industrial,Wilhelmshaven,Lower Saxony,,2025-05-21 00:00:00
1416,bd5657ae-402e-4677-a035-dc18a547bcae,Volkssolidaritat Leipziger Land/Muldental eV,User/Other,1,1479.963888,Dev Site,Schkeuditz,Dev Site,Schkeuditz,Saxony,,2025-08-12 00:00:00
1417,4c48b00f-c8f6-419c-a5d2-da2b723242e8,Emon Group,Private,1,17999.5608,Office,Neu-Isenburg,Office,Neu-Isenburg,Hesse,,2025-10-10 00:00:00
1418,4c48b00f-c8f6-419c-a5d2-da2b723242e8,WMM AG,Private,1,4529.889468,Dev Site,Weingarten,Dev Site,Weingarten,Baden-Wurttemberg,,2026-04-10 00:00:00
1419,abad3be0-aaf7-42e8-ab87-a88e220b0684,Bad Cannstatt eG,User/Other,1,3299.91948,Apartment,Stuttgart,Apartment,Stuttgart,Baden-Wurttemberg,,2025-07-28 00:00:00
1420,e27ce0ab-e4d8-4aa2-b8d3-741c26f635e6,Lava Energy,User/Other,1,1789.956324,Office,Stuttgart,Office,Stuttgart,Baden-Wurttemberg,,2025-09-16 00:00:00
